,time,height,WS,WD,PD,XLAT,XLON,POWER
0,01/01/2015 00:00,100,13.519206,35.02426,1556.1812,41.3218,9.578857,4940.867574
1,01/01/2015 00:30,100,13.291739,31.094086,1479.3969,41.3218,9.578857,4926.001783
2,01/01/2015 01:00,100,12.838842,29.211823,1333.8385,41.3218,9.578857,4887.609908
3,01/01/2015 01:30,100,12.672491,26.597778,1283.2963,41.3218,9.578857,4869.914086
4,01/01/2015 02:00,100,12.559168,26.16034,1248.97,41.3218,9.578857,4856.551109
5,01/01/2015 02:30,100,12.089676,23.835144,1114.2522,41.3218,9.578857,4787.766857
6,01/01/2015 03:00,100,12.046047,21.2276,1102.0154,41.3218,9.578857,4780.114651
7,01/01/2015 03:30,100,11.494185,22.941742,957.3332,41.3218,9.578857,4660.163062
8,01/01/2015 04:00,100,10.868892,17.1969,809.7152,41.3218,9.578857,4458.470634
9,01/01/2015 04:30,100,10.63965,16.419952,759.76337,41.3218,9.578857,4362.48539
10,01/01/2015 05:00,100,10.396617,13.1539,708.8102,41.3218,9.578857,4245.808014
11,01/01/2015 05:30,100,9.857906,6.8928833,604.24866,41.3218,9.578857,3927.375118
12,01/01/2015 06:00,100,9.543173,3.107788,548.1762,41.3218,9.578857,3701.64325
13,01/01/2015 06:30,100,9.47432,3.065033,536.2087,41.3218,9.578857,3648.428865
14,01/01/2015 07:00,100,9.447767,0.9685669,531.6243,41.3218,9.578857,3627.550805
15,01/01/2015 07:30,100,9.435573,356.86517,529.61194,41.3218,9.578857,3617.897284
16,01/01/2015 08:00,100,9.682802,354.0824,572.3143,41.3218,9.578857,3805.379925
17,01/01/2015 08:30,100,10.034858,351.2164,637.08777,41.3218,9.578857,4041.384183
18,01/01/2015 09:00,100,10.589299,351.77295,748.7897,41.3218,9.578857,4339.612674
19,01/01/2015 09:30,100,10.719805,353.31366,776.55914,41.3218,9.578857,4397.542855
20,01/01/2015 10:00,100,11.655587,356.26352,997.21106,41.3218,9.578857,4700.086006
21,01/01/2015 10:30,100,11.520509,5.449646,962.7959,41.3218,9.578857,4666.976151
22,01/01/2015 11:00,100,9.601516,11.384277,557.3385,41.3218,9.578857,3745.676374
23,01/01/2015 11:30,100,9.940573,6.7695923,618.2804,41.3218,9.578857,3981.79854
24,01/01/2015 12:00,100,11.564312,8.416412,972.9863,41.3218,9.578857,4678.047896
25,01/01/2015 12:30,100,12.754808,10.504028,1304.5162,41.3218,9.578857,4878.943417
26,01/01/2015 13:00,100,13.105083,11.461273,1413.6349,41.3218,9.578857,4911.741021
27,01/01/2015 13:30,100,13.41271,11.181183,1514.6228,41.3218,9.578857,4934.226202
28,01/01/2015 14:00,100,13.704294,8.667358,1615.007,41.3218,9.578857,4951.203525
29,01/01/2015 14:30,100,13.378066,9.905365,1502.3464,41.3218,9.578857,4931.947373
30,01/01/2015 15:00,100,12.841999,13.238251,1328.8198,41.3218,9.578857,4887.925061
31,01/01/2015 15:30,100,12.593124,15.522675,1252.6736,41.3218,9.578857,4860.672802
32,01/01/2015 16:00,100,12.471318,14.605255,1216.8193,41.3218,9.578857,4845.398642
33,01/01/2015 16:30,100,12.783419,14.859497,1310.4868,41.3218,9.578857,4881.95501
34,01/01/2015 17:00,100,13.126609,16.890778,1418.6688,41.3218,9.578857,4913.489753
35,01/01/2015 17:30,100,13.138134,18.900513,1422.4121,41.3218,9.578857,4914.41445
36,01/01/2015 18:00,100,13.370243,19.734375,1499.2035,41.3218,9.578857,4931.424452
37,01/01/2015 18:30,100,13.543238,20.16391,1558.2441,41.3218,9.578857,4942.293365
38,01/01/2015 19:00,100,13.8635435,21.575653,1671.4996,41.3218,9.578857,4958.999156
39,01/01/2015 19:30,100,14.064717,22.878723,1745.8291,41.3218,9.578857,4967.579701
40,01/01/2015 20:00,100,14.081152,24.21576,1752.6544,41.3218,9.578857,4968.223846
41,01/01/2015 20:30,100,14.047766,24.951904,1740.3579,41.3218,9.578857,4966.906749
42,01/01/2015 21:00,100,13.575463,26.316895,1570.3826,41.3218,9.578857,4944.164757
43,01/01/2015 21:30,100,13.162484,26.265656,1431.2864,41.3218,9.578857,4916.341975
44,01/01/2015 22:00,100,13.049199,25.09085,1394.5325,41.3218,9.578857,4907.066861
45,01/01/2015 22:30,100,12.581423,25.387207,1249.8273,41.3218,9.578857,4859.264098
46,01/01/2015 23:00,100,12.472451,26.267944,1217.8489,41.3218,9.578857,4845.547089
47,01/01/2015 23:30,100,12.386157,26.843872,1192.9908,41.3218,9.578857,4833.882008
48,02/01/2015 00:00,100,12.265486,27.038269,1158.5065,41.3218,9.578857,4816.293018
49,02/01/2015 00:30,100,12.055479,27.028198,1099.9398,41.3218,9.578857,4781.78914
50,02/01/2015 01:00,100,12.242017,24.979675,1151.4054,41.3218,9.578857,4812.690217
51,02/01/2015 01:30,100,11.86922,25.901245,1049.1664,41.3218,9.578857,4746.562691
52,02/01/2015 02:00,100,11.534911,27.613983,962.54755,41.3218,9.578857,4670.652713
53,02/01/2015 02:30,100,10.942635,27.911041,821.4733,41.3218,9.578857,4486.629331
54,02/01/2015 03:00,100,10.335723,26.551514,692.1749,41.3218,9.578857,4214.032355
55,02/01/2015 03:30,100,9.763564,24.342773,583.4296,41.3218,9.578857,3862.776861
56,02/01/2015 04:00,100,9.0265465,23.3609,461.08337,41.3218,9.578857,3271.718011
57,02/01/2015 04:30,100,8.274776,24.549988,355.22382,41.3218,9.578857,2554.70261
58,02/01/2015 05:00,100,7.909632,24.818878,310.23502,41.3218,9.578857,2195.593167
59,02/01/2015 05:30,100,7.5895486,23.922913,274.05685,41.3218,9.578857,1890.396246
60,02/01/2015 06:00,100,6.9921722,23.980255,214.3,41.3218,9.578857,1374.007529
61,02/01/2015 06:30,100,6.5776854,22.052185,178.40977,41.3218,9.578857,1071.512304
62,02/01/2015 07:00,100,6.477528,20.090668,170.35,41.3218,9.578857,1006.025316
63,02/01/2015 07:30,100,6.3006096,17.996948,156.75,41.3218,9.578857,897.6368943
64,02/01/2015 08:00,100,5.8568783,16.92984,125.68405,41.3218,9.578857,665.4834032
65,02/01/2015 08:30,100,5.459556,14.611969,101.79978,41.3218,9.578857,501.8577958
66,02/01/2015 09:00,100,4.7286334,12.629517,66.1458,41.3218,9.578857,289.8147268
67,02/01/2015 09:30,100,3.9904854,8.692017,39.75527,41.3218,9.578857,160.3672323
68,02/01/2015 10:00,100,3.3823426,2.5541992,24.207195,41.3218,9.578857,0
69,02/01/2015 10:30,100,2.8797486,351.6335,14.937005,41.3218,9.578857,0
70,02/01/2015 11:00,100,2.9072526,337.78693,15.363792,41.3218,9.578857,0
71,02/01/2015 11:30,100,3.2602613,319.65402,21.66399,41.3218,9.578857,0
72,02/01/2015 12:00,100,3.4472237,303.98218,25.614777,41.3218,9.578857,0
73,02/01/2015 12:30,100,3.601316,291.24448,29.201513,41.3218,9.578857,115.355652
74,02/01/2015 13:00,100,4.694591,278.5187,64.64667,41.3218,9.578857,282.248264
75,02/01/2015 13:30,100,6.0518656,273.69852,138.39716,41.3218,9.578857,760.6965459
76,02/01/2015 14:00,100,7.711796,265.18863,286.0971,41.3218,9.578857,2005.265116
77,02/01/2015 14:30,100,9.16047,261.00958,479.57205,41.3218,9.578857,3389.598914
78,02/01/2015 15:00,100,10.496879,261.0732,720.6755,41.3218,9.578857,4295.87894
79,02/01/2015 15:30,100,10.72001,263.47403,767.54626,41.3218,9.578857,4397.630415
80,02/01/2015 16:00,100,11.092225,266.56433,850.28973,41.3218,9.578857,4539.933029
81,02/01/2015 16:30,100,11.798299,270.87064,1023.1557,41.3218,9.578857,4731.8908
82,02/01/2015 17:00,100,12.235526,271.1908,1141.0295,41.3218,9.578857,4811.682954
83,02/01/2015 17:30,100,12.81963,270.59457,1312.3488,41.3218,9.578857,4885.676001
84,02/01/2015 18:00,100,13.144552,271.5193,1415.1484,41.3218,9.578857,4914.925927
85,02/01/2015 18:30,100,13.455433,270.70773,1518.1941,41.3218,9.578857,4936.955219
86,02/01/2015 19:00,100,13.999514,270.02206,1710.1646,41.3218,9.578857,4964.942441
87,02/01/2015 19:30,100,14.210281,268.65103,1789.4282,41.3218,9.578857,4973.01108
88,02/01/2015 20:00,100,14.307116,267.78668,1826.8481,41.3218,9.578857,4976.301142
89,02/01/2015 20:30,100,14.344206,268.35446,1840.8364,41.3218,9.578857,4977.497621
90,02/01/2015 21:00,100,14.492246,268.16815,1897.2639,41.3218,9.578857,4981.945931
91,02/01/2015 21:30,100,14.689722,267.21143,1975.117,41.3218,9.578857,4987.139572
92,02/01/2015 22:00,100,14.875338,266.664,2050.0913,41.3218,9.578857,4991.347304
93,02/01/2015 22:30,100,15.326759,265.31454,2241.056,41.3218,9.578857,4999.371277
94,02/01/2015 23:00,100,15.582362,263.61374,2354.9126,41.3218,9.578857,5002.809444
95,02/01/2015 23:30,100,15.801484,262.47452,2456.1604,41.3218,9.578857,5005.257694
96,03/01/2015 00:00,100,15.848925,261.98187,2478.368,41.3218,9.578857,5005.734824
97,03/01/2015 00:30,100,16.09131,263.38934,2593.5876,41.3218,9.578857,5007.914802
98,03/01/2015 01:00,100,16.170324,263.24323,2631.389,41.3218,9.578857,5008.540741
99,03/01/2015 01:30,100,16.219233,264.25693,2654.44,41.3218,9.578857,5008.909258
100,03/01/2015 02:00,100,16.347742,265.20493,2716.5583,41.3218,9.578857,5009.812975
101,03/01/2015 02:30,100,16.464617,264.78876,2773.82,41.3218,9.578857,5010.559613
102,03/01/2015 03:00,100,16.637426,266.01706,2860.2434,41.3218,9.578857,5011.545697
103,03/01/2015 03:30,100,16.642792,265.47345,2861.5847,41.3218,9.578857,5011.574232
104,03/01/2015 04:00,100,16.718689,267.48657,2899.146,41.3218,9.578857,5011.965264
105,03/01/2015 04:30,100,16.960388,268.1574,3025.344,41.3218,9.578857,5013.06642
106,03/01/2015 05:00,100,17.267506,269.75558,3191.4976,41.3218,9.578857,5014.196052
107,03/01/2015 05:30,100,17.47038,270.704,3304.8455,41.3218,9.578857,5014.806288
108,03/01/2015 06:00,100,17.493788,269.825,3318.4636,41.3218,9.578857,5014.870657
109,03/01/2015 06:30,100,17.831974,269.55576,3514.8484,41.3218,9.578857,5015.680095
110,03/01/2015 07:00,100,18.072908,269.66116,3659.4312,41.3218,9.578857,5016.138985
111,03/01/2015 07:30,100,18.397734,270.12778,3861.0781,41.3218,9.578857,5016.635177
112,03/01/2015 08:00,100,18.525328,270.61984,3942.7412,41.3218,9.578857,5016.798026
113,03/01/2015 08:30,100,18.412636,272.4323,3870.7537,41.3218,9.578857,5016.655047
114,03/01/2015 09:00,100,18.44627,273.76996,3891.0588,41.3218,9.578857,5016.699051
115,03/01/2015 09:30,100,18.347378,274.73627,3828.2983,41.3218,9.578857,5016.566286
116,03/01/2015 10:00,100,18.442797,275.04803,3887.9258,41.3218,9.578857,5016.694561
117,03/01/2015 10:30,100,18.4926,274.81854,3919.059,41.3218,9.578857,5016.757796
118,03/01/2015 11:00,100,18.947653,274.50034,4214.9517,41.3218,9.578857,5017.234276
119,03/01/2015 11:30,100,19.358938,274.92896,4494.4453,41.3218,9.578857,5017.540557
120,03/01/2015 12:00,100,19.741537,275.23764,4765.2656,41.3218,9.578857,5017.749107
121,03/01/2015 12:30,100,20.342949,275.03067,5211.0605,41.3218,9.578857,5017.973166
122,03/01/2015 13:00,100,21.081104,274.19724,5796.519,41.3218,9.578857,5018.13651
123,03/01/2015 13:30,100,21.610998,273.61707,6243.0015,41.3218,9.578857,5018.207324
124,03/01/2015 14:00,100,22.074287,274.55292,6651.5054,41.3218,9.578857,5018.249182
125,03/01/2015 14:30,100,22.027267,275.58798,6608.61,41.3218,9.578857,5018.245594
126,03/01/2015 15:00,100,21.400946,275.57907,6061.627,41.3218,9.578857,5018.182713
127,03/01/2015 15:30,100,20.803593,275.13583,5568.386,41.3218,9.578857,5018.085865
128,03/01/2015 16:00,100,20.661966,274.18878,5454.5083,41.3218,9.578857,5018.055442
129,03/01/2015 16:30,100,21.378492,274.58252,6041.2134,41.3218,9.578857,5018.179835
130,03/01/2015 17:00,100,22.648043,275.5807,7181.4453,41.3218,9.578857,5018.283792
131,03/01/2015 17:30,100,23.004597,276.16013,7525.2964,41.3218,9.578857,5018.298644
132,03/01/2015 18:00,100,22.911554,274.72318,7433.9966,41.3218,9.578857,5018.29516
133,03/01/2015 18:30,100,22.60465,274.05783,7136.8467,41.3218,9.578857,5018.281684
134,03/01/2015 19:00,100,22.45437,274.69562,6994.065,41.3218,9.578857,5018.273803
135,03/01/2015 19:30,100,22.99373,274.93542,7506.2163,41.3218,9.578857,5018.29825
136,03/01/2015 20:00,100,24.407803,274.90738,8973.933,41.3218,9.578857,5018.329348
137,03/01/2015 20:30,100,25.774086,274.45602,10561.769,41.3218,9.578857,0
138,03/01/2015 21:00,100,25.296326,273.3175,9984.809,41.3218,9.578857,0
139,03/01/2015 21:30,100,22.38948,272.2474,6925.7456,41.3218,9.578857,5018.270102
140,03/01/2015 22:00,100,19.296797,271.80478,4435.8457,41.3218,9.578857,5017.500375
141,03/01/2015 22:30,100,18.190407,273.60104,3715.0024,41.3218,9.578857,5016.333217
142,03/01/2015 23:00,100,17.642717,275.29648,3389.5002,41.3218,9.578857,5015.253657
143,03/01/2015 23:30,100,18.483236,276.5223,3895.6504,41.3218,9.578857,5016.746094
144,04/01/2015 00:00,100,21.352987,276.28473,6002.195,41.3218,9.578857,5018.176502
145,04/01/2015 00:30,100,23.121828,275.72012,7616.602,41.3218,9.578857,5018.302687
146,04/01/2015 01:00,100,23.539429,274.76508,8034.8716,41.3218,9.578857,5018.314411
147,04/01/2015 01:30,100,24.09591,274.07425,8616.733,41.3218,9.578857,5018.325107
148,04/01/2015 02:00,100,25.227346,272.4431,9883.751,41.3218,9.578857,0
149,04/01/2015 02:30,100,24.505281,272.0062,9057.744,41.3218,9.578857,5018.330474
150,04/01/2015 03:00,100,23.023449,274.69244,7510.7114,41.3218,9.578857,5018.29932
151,04/01/2015 03:30,100,22.893208,274.201,7381.5303,41.3218,9.578857,5018.294442
152,04/01/2015 04:00,100,22.327257,275.14865,6847.178,41.3218,9.578857,5018.266371
153,04/01/2015 04:30,100,21.5132,276.59265,6124.9897,41.3218,9.578857,5018.196369
154,04/01/2015 05:00,100,20.42709,277.36795,5244.0645,41.3218,9.578857,5017.996904
155,04/01/2015 05:30,100,19.551384,277.51263,4598.0024,41.3218,9.578857,5017.653265
156,04/01/2015 06:00,100,20.10848,277.84412,5001.4663,41.3218,9.578857,5017.898118
157,04/01/2015 06:30,100,20.595451,276.28955,5372.365,41.3218,9.578857,5018.039945
158,04/01/2015 07:00,100,20.5976,274.5649,5374.437,41.3218,9.578857,5018.040458
159,04/01/2015 07:30,100,19.96931,272.91763,4897.815,41.3218,9.578857,5017.846587
160,04/01/2015 08:00,100,19.51749,272.9784,4572.6367,41.3218,9.578857,5017.634629
161,04/01/2015 08:30,100,19.264467,274.89584,4397.211,41.3218,9.578857,5017.478682
162,04/01/2015 09:00,100,19.501123,273.96817,4559.6455,41.3218,9.578857,5017.625451
163,04/01/2015 09:30,100,19.284246,273.15836,4407.4946,41.3218,9.578857,5017.492018
164,04/01/2015 10:00,100,18.905542,274.2935,4152.7554,41.3218,9.578857,5017.196972
165,04/01/2015 10:30,100,18.630066,274.34598,3973.7534,41.3218,9.578857,5016.920045
166,04/01/2015 11:00,100,18.069176,274.11322,3625.2244,41.3218,9.578857,5016.132518
167,04/01/2015 11:30,100,17.188597,273.02274,3120.7402,41.3218,9.578857,5013.931228
168,04/01/2015 12:00,100,15.926644,270.9808,2483.0396,41.3218,9.578857,5006.479258
169,04/01/2015 12:30,100,14.788138,269.5846,1987.7511,41.3218,9.578857,4989.445888
170,04/01/2015 13:00,100,13.80735,269.20844,1618.2183,41.3218,9.578857,4956.356149
171,04/01/2015 13:30,100,12.740179,268.50854,1271.5026,41.3218,9.578857,4877.378705
172,04/01/2015 14:00,100,11.345116,269.53265,898.10376,41.3218,9.578857,4619.23129
173,04/01/2015 14:30,100,9.979016,271.1502,611.28534,41.3218,9.578857,4006.41302
174,04/01/2015 15:00,100,8.901012,275.78094,433.83328,41.3218,9.578857,3157.716066
175,04/01/2015 15:30,100,8.128618,280.79788,330.34283,41.3218,9.578857,2410.395911
176,04/01/2015 16:00,100,7.434039,284.16534,252.6636,41.3218,9.578857,1748.147697
177,04/01/2015 16:30,100,6.392472,290.70004,160.64598,41.3218,9.578857,952.7588188
178,04/01/2015 17:00,100,6.8310547,293.38684,196.1151,41.3218,9.578857,1250.482563
179,04/01/2015 17:30,100,7.142481,305.8378,224.19008,41.3218,9.578857,1495.739466
180,04/01/2015 18:00,100,8.3438425,328.10117,357.592,41.3218,9.578857,2622.830814
181,04/01/2015 18:30,100,10.087649,357.2559,631.704,41.3218,9.578857,4073.59382
182,04/01/2015 19:00,100,13.219455,7.160095,1422.5945,41.3218,9.578857,4920.715983
183,04/01/2015 19:30,100,14.847471,7.336426,2016.6455,41.3218,9.578857,4990.753591
184,04/01/2015 20:00,100,14.470316,13.153809,1867.9093,41.3218,9.578857,4981.31866
185,04/01/2015 20:30,100,12.093424,25.545715,1090.9014,41.3218,9.578857,4788.413205
186,04/01/2015 21:00,100,9.900301,47.314697,599.6264,41.3218,9.578857,3955.540345
187,04/01/2015 21:30,100,8.6258,49.296234,397.44568,41.3218,9.578857,2898.073006
188,04/01/2015 22:00,100,8.315805,44.54138,356.36346,41.3218,9.578857,2595.190021
189,04/01/2015 22:30,100,8.411719,38.41272,368.87805,41.3218,9.578857,2689.612646
190,04/01/2015 23:00,100,8.27363,40.654053,351.2948,41.3218,9.578857,2553.571244
191,04/01/2015 23:30,100,8.781286,41.312378,420.3719,41.3218,9.578857,3046.22094
192,05/01/2015 00:00,100,9.230808,46.45569,488.82947,41.3218,9.578857,3449.818271
193,05/01/2015 00:30,100,9.73779,48.27246,574.527,41.3218,9.578857,3844.668891
194,05/01/2015 01:00,100,10.053983,49.02881,632.87604,41.3218,9.578857,4053.148347
195,05/01/2015 01:30,100,10.056622,51.179443,633.7588,41.3218,9.578857,4054.763135
196,05/01/2015 02:00,100,9.2745075,55.479736,497.46527,41.3218,9.578857,3486.610353
197,05/01/2015 02:30,100,9.13166,58.01013,475.32663,41.3218,9.578857,3364.588245
198,05/01/2015 03:00,100,9.067786,61.65085,465.89325,41.3218,9.578857,3308.449545
199,05/01/2015 03:30,100,8.967779,65.051544,451.01892,41.3218,9.578857,3218.746265
200,05/01/2015 04:00,100,8.861396,67.09961,435.4314,41.3218,9.578857,3121.102883
201,05/01/2015 04:30,100,8.198757,68.65735,345.11884,41.3218,9.578857,2479.630082
202,05/01/2015 05:00,100,7.8737845,68.2348,305.8257,41.3218,9.578857,2160.773163
203,05/01/2015 05:30,100,7.826667,69.75488,300.5009,41.3218,9.578857,2115.209629
204,05/01/2015 06:00,100,7.668148,71.756165,282.76697,41.3218,9.578857,1963.975636
205,05/01/2015 06:30,100,7.0868273,72.89172,223.35321,41.3218,9.578857,1449.95878
206,05/01/2015 07:00,100,6.670804,71.38129,186.34427,41.3218,9.578857,1135.079779
207,05/01/2015 07:30,100,6.754267,73.484924,193.47252,41.3218,9.578857,1194.242651
208,05/01/2015 08:00,100,6.482009,74.51868,171.07072,41.3218,9.578857,1008.891246
209,05/01/2015 08:30,100,6.277918,77.618286,155.45163,41.3218,9.578857,884.4032019
210,05/01/2015 09:00,100,6.18435,82.11478,148.65445,41.3218,9.578857,831.4192559
211,05/01/2015 09:30,100,5.9384584,86.50061,131.66122,41.3218,9.578857,704.0610831
212,05/01/2015 10:00,100,5.547337,90.70357,107.23492,41.3218,9.578857,534.7078929
213,05/01/2015 10:30,100,5.1374226,95.489334,85.04206,41.3218,9.578857,395.7779613
214,05/01/2015 11:00,100,4.6717157,99.63377,63.94948,41.3218,9.578857,277.2630569
215,05/01/2015 11:30,100,4.284618,104.345,49.32867,41.3218,9.578857,203.9726237
216,05/01/2015 12:00,100,3.8333824,111.76758,35.325348,41.3218,9.578857,140.6309726
217,05/01/2015 12:30,100,3.7001612,115.30913,31.763739,41.3218,9.578857,125.5928388
218,05/01/2015 13:00,100,3.0795903,123.124756,18.312225,41.3218,9.578857,0
219,05/01/2015 13:30,100,3.1049492,134.9342,18.763676,41.3218,9.578857,0
220,05/01/2015 14:00,100,3.0908432,142.15071,18.504587,41.3218,9.578857,0
221,05/01/2015 14:30,100,3.040247,149.92508,17.605085,41.3218,9.578857,0
222,05/01/2015 15:00,100,3.3385055,151.2966,23.303782,41.3218,9.578857,0
223,05/01/2015 15:30,100,3.5005064,156.00919,26.854534,41.3218,9.578857,105.6624009
224,05/01/2015 16:00,100,3.9036436,162.72641,37.226936,41.3218,9.578857,149.1772026
225,05/01/2015 16:30,100,4.224395,169.54428,47.159607,41.3218,9.578857,194.2751333
226,05/01/2015 17:00,100,4.3497386,172.2453,51.470196,41.3218,9.578857,214.9404409
227,05/01/2015 17:30,100,4.243244,178.84395,47.76516,41.3218,9.578857,197.2653457
228,05/01/2015 18:00,100,4.310067,189.01544,50.03624,41.3218,9.578857,208.1981459
229,05/01/2015 18:30,100,4.3703685,195.06647,52.1513,41.3218,9.578857,218.5226952
230,05/01/2015 19:00,100,4.307567,199.24168,49.93962,41.3218,9.578857,207.7796317
231,05/01/2015 19:30,100,4.3669558,199.41988,52.042187,41.3218,9.578857,217.9264607
232,05/01/2015 20:00,100,4.4051976,203.91919,53.415916,41.3218,9.578857,224.6911976
233,05/01/2015 20:30,100,4.227839,227.83017,47.205616,41.3218,9.578857,194.8184686
234,05/01/2015 21:00,100,4.799596,253.27068,69.00053,41.3218,9.578857,306.1694219
235,05/01/2015 21:30,100,5.945826,262.40283,130.95006,41.3218,9.578857,707.6333004
236,05/01/2015 22:00,100,6.9578223,265.06006,209.60367,41.3218,9.578857,1347.055589
237,05/01/2015 22:30,100,7.5208926,267.8097,264.9834,41.3218,9.578857,1827.016243
238,05/01/2015 23:00,100,8.294354,274.3906,355.13275,41.3218,9.578857,2574.026899
239,05/01/2015 23:30,100,9.154008,279.89767,477.16702,41.3218,9.578857,3384.006241
240,06/01/2015 00:00,100,9.617271,281.43826,553.22394,41.3218,9.578857,3757.398645
241,06/01/2015 00:30,100,9.785315,282.5992,582.5497,41.3218,9.578857,3877.905119
242,06/01/2015 01:00,100,9.769579,283.67517,579.5774,41.3218,9.578857,3866.974463
243,06/01/2015 01:30,100,9.763259,283.99707,578.25854,41.3218,9.578857,3862.56373
244,06/01/2015 02:00,100,9.750373,282.73532,575.7313,41.3218,9.578857,3853.533882
245,06/01/2015 02:30,100,9.494983,279.39804,531.4756,41.3218,9.578857,3664.539303
246,06/01/2015 03:00,100,8.934254,279.10938,442.66925,41.3218,9.578857,3188.210898
247,06/01/2015 03:30,100,8.440929,278.695,373.25073,41.3218,9.578857,2718.275364
248,06/01/2015 04:00,100,7.9880123,277.003,316.2561,41.3218,9.578857,2272.124144
249,06/01/2015 04:30,100,7.471139,275.28683,258.65967,41.3218,9.578857,1781.649786
250,06/01/2015 05:00,100,7.3575864,275.68655,246.97754,41.3218,9.578857,1680.037567
251,06/01/2015 05:30,100,8.221786,269.56705,344.66418,41.3218,9.578857,2502.374364
252,06/01/2015 06:00,100,7.632867,274.55594,275.69656,41.3218,9.578857,1930.820067
253,06/01/2015 06:30,100,8.249037,275.531,348.0176,41.3218,9.578857,2529.287985
254,06/01/2015 07:00,100,8.147585,274.45673,335.30814,41.3218,9.578857,2429.108986
255,06/01/2015 07:30,100,8.356467,275.8414,361.74777,41.3218,9.578857,2635.267522
256,06/01/2015 08:00,100,8.7473755,285.04764,414.8332,41.3218,9.578857,3014.207075
257,06/01/2015 08:30,100,9.246448,286.14194,489.66574,41.3218,9.578857,3463.041741
258,06/01/2015 09:00,100,9.098891,284.0988,466.63208,41.3218,9.578857,3335.904267
259,06/01/2015 09:30,100,8.903881,280.3926,437.2496,41.3218,9.578857,3160.356292
260,06/01/2015 10:00,100,9.469527,279.26187,525.68506,41.3218,9.578857,3644.674776
261,06/01/2015 10:30,100,9.955618,278.50253,610.6149,41.3218,9.578857,3991.484088
262,06/01/2015 11:00,100,10.343803,276.37955,684.8158,41.3218,9.578857,4218.308773
263,06/01/2015 11:30,100,10.776989,274.44458,774.7394,41.3218,9.578857,4421.559025
264,06/01/2015 12:00,100,11.164757,274.34592,861.7891,41.3218,9.578857,4564.017632
265,06/01/2015 12:30,100,11.051471,273.31635,836.1862,41.3218,9.578857,4525.904325
266,06/01/2015 13:00,100,10.899791,271.59665,802.38196,41.3218,9.578857,4470.424876
267,06/01/2015 13:30,100,10.747182,271.3066,769.1852,41.3218,9.578857,4409.142639
268,06/01/2015 14:00,100,10.499356,273.02332,717.09674,41.3218,9.578857,4297.081061
269,06/01/2015 14:30,100,10.345278,271.3749,685.68884,41.3218,9.578857,4219.087437
270,06/01/2015 15:00,100,10.54062,272.74347,725.52277,41.3218,9.578857,4316.862883
271,06/01/2015 15:30,100,10.622475,271.97485,742.8815,41.3218,9.578857,4354.757962
272,06/01/2015 16:00,100,10.417171,271.8591,700.83746,41.3218,9.578857,4256.299024
273,06/01/2015 16:30,100,10.263097,273.09808,670.27014,41.3218,9.578857,4174.760345
274,06/01/2015 17:00,100,10.300391,274.92383,677.64984,41.3218,9.578857,4195.114889
275,06/01/2015 17:30,100,10.318269,274.02142,681.2302,41.3218,9.578857,4204.731496
276,06/01/2015 18:00,100,10.369539,273.81207,691.5477,41.3218,9.578857,4231.806932
277,06/01/2015 18:30,100,10.419036,274.86234,701.6475,41.3218,9.578857,4257.245127
278,06/01/2015 19:00,100,10.332576,277.41138,684.3924,41.3218,9.578857,4212.361774
279,06/01/2015 19:30,100,10.356246,279.7374,689.2013,41.3218,9.578857,4224.85826
280,06/01/2015 20:00,100,10.276484,282.0406,673.4936,41.3218,9.578857,4182.112648
281,06/01/2015 20:30,100,10.7172785,282.97568,764.22125,41.3218,9.578857,4396.462851
282,06/01/2015 21:00,100,11.015682,284.97488,830.24194,41.3218,9.578857,4513.283444
283,06/01/2015 21:30,100,10.51964,286.4272,723.35266,41.3218,9.578857,4306.862576
284,06/01/2015 22:00,100,10.15891,285.8164,651.6785,41.3218,9.578857,4115.768569
285,06/01/2015 22:30,100,10.333857,283.46075,686.1681,41.3218,9.578857,4213.04213
286,06/01/2015 23:00,100,10.319324,281.8712,683.38763,41.3218,9.578857,4205.29614
287,06/01/2015 23:30,100,10.154568,280.6579,651.25354,41.3218,9.578857,4113.241484
288,07/01/2015 00:00,100,9.960713,280.68417,614.68164,41.3218,9.578857,3994.748811
289,07/01/2015 00:30,100,9.7631855,280.6741,578.83734,41.3218,9.578857,3862.512364
290,07/01/2015 01:00,100,9.47887,280.03238,529.79944,41.3218,9.578857,3651.986677
291,07/01/2015 01:30,100,9.296767,276.1572,499.8929,41.3218,9.578857,3505.16352
292,07/01/2015 02:00,100,9.2109165,273.5682,486.14252,41.3218,9.578857,3432.911716
293,07/01/2015 02:30,100,9.255219,272.42047,493.0785,41.3218,9.578857,3470.430497
294,07/01/2015 03:00,100,9.140617,273.51938,474.89767,41.3218,9.578857,3372.385084
295,07/01/2015 03:30,100,9.217366,275.02664,486.95175,41.3218,9.578857,3438.404186
296,07/01/2015 04:00,100,9.2398815,275.21353,490.5749,41.3218,9.578857,3457.49733
297,07/01/2015 04:30,100,8.870404,276.20282,434.0681,41.3218,9.578857,3129.453324
298,07/01/2015 05:00,100,8.472915,276.73727,378.32904,41.3218,9.578857,2749.596969
299,07/01/2015 05:30,100,8.507506,278.65518,383.1237,41.3218,9.578857,2783.382071
300,07/01/2015 06:00,100,8.862175,273.31937,433.00842,41.3218,9.578857,3121.825595
301,07/01/2015 06:30,100,8.789297,265.6668,422.6064,41.3218,9.578857,3053.757393
